dropconnect_0_extractor,0.813,0.031469402511893695
dropout_0_extractor,0.808,0.028174022974590943
dropconnect_1_extractor,0.781,0.02184131614729087
dropconnect_2_extractor,0.754,0.034999524959930764
dropconnect_3_extractor,0.777,0.041006482876489815
dropout_1_extractor,0.778,0.025930452707264115
dropout_2_extractor,0.817,0.03731236037975223
dropout_3_extractor,0.803,0.028996734809235064
dropconnect_0_extractor,0.801,0.047108670608894884
dropout_0_extractor,0.813,0.03361094642104835
dropconnect_1_extractor,0.783,0.03791345667815667
dropconnect_2_extractor,0.781,0.03996001339031842
dropconnect_3_extractor,0.808,0.02470122441550282
dropout_1_extractor,0.805,0.028530884014345993
dropout_2_extractor,0.803,0.03133400158190326
dropout_3_extractor,0.797,0.022862474966222894
dropconnect_0_extractor,0.814,0.03834043496564693
dropout_0_extractor,0.794,0.04904186694396322
dropconnect_1_extractor,0.781,0.028789127880561028
dropconnect_2_extractor,0.793,0.045798951501939855
dropconnect_3_extractor,0.808,0.046840316919834056
dropout_1_extractor,0.817,0.023235421458219184
dropout_2_extractor,0.787,0.03897476397767237
dropout_3_extractor,0.794,0.028300532827267664
dropconnect_0_extractor,0.824,0.03849895508253996
dropout_0_extractor,0.778,0.030456965360169015
dropconnect_1_extractor,0.772,0.03216290669416246
dropconnect_2_extractor,0.784,0.03807872380119369
dropconnect_3_extractor,0.786,0.03993136911379288
dropout_1_extractor,0.81,0.046703208112503246
dropout_2_extractor,0.806,0.035200845882643404
dropout_3_extractor,0.785,0.026489423677627112
dropconnect_0_extractor,0.8,0.04060103044991774
dropout_0_extractor,0.809,0.033028541920939805
dropconnect_1_extractor,0.782,0.024896281584704076
dropconnect_2_extractor,0.793,0.037077102576495546
dropconnect_3_extractor,0.82,0.06165507852782029
dropout_1_extractor,0.78,0.02243271634597583
dropout_2_extractor,0.823,0.03124059053779739
dropout_3_extractor,0.793,0.03143262888734669
dropconnect_0_extractor,0.814,0.03596332072383912
dropout_0_extractor,0.799,0.040369311484645266
dropconnect_1_extractor,0.807,0.01701208582318578
dropconnect_2_extractor,0.757,0.030052064304323514
dropconnect_3_extractor,0.79,0.03509269742851619
dropout_1_extractor,0.799,0.03345137330820653
dropout_2_extractor,0.775,0.03305462770578172
dropout_3_extractor,0.772,0.029695329456467297
dropconnect_0_extractor,0.802,0.023771842313204245
dropout_0_extractor,0.819,0.032862376902790744
dropconnect_1_extractor,0.804,0.03675490130359545
dropconnect_2_extractor,0.767,0.013869094290049327
dropconnect_3_extractor,0.818,0.034750932422318734
dropout_1_extractor,0.817,0.03543731820730822
dropout_2_extractor,0.79,0.042849817001197076
dropout_3_extractor,0.801,0.028725471044661173
dropconnect_0_extractor,0.803,0.04347913744396106
dropout_0_extractor,0.815,0.01965600985277483
dropconnect_1_extractor,0.794,0.04512273789324618
dropconnect_2_extractor,0.821,0.03595721254599158
dropconnect_3_extractor,0.789,0.027460666003533196
dropout_1_extractor,0.8,0.02273220336774592
dropout_2_extractor,0.791,0.05277760261221576
