convnet_extractor,0.786,0.0330818828010929
simple_mlp_extractor,0.763,0.05337222495297654
mc_dropconnect_convnet_extractor,0.784,0.0248735510914496
mc_dropout_convnet_extractor,0.771,0.008736259597413051
mc_dropconnect_simple_mlp_extractor,0.767,0.04601204608899119
mc_dropout_simple_mlp_extractor,0.783,0.02967814669999381
convnet_extractor,0.786,0.03894434520403927
simple_mlp_extractor,0.795,0.031019772260653132
mc_dropconnect_convnet_extractor,0.78,0.017396252732525444
mc_dropout_convnet_extractor,0.796,0.031274276210368046
mc_dropconnect_simple_mlp_extractor,0.802,0.039217483557419226
mc_dropout_simple_mlp_extractor,0.769,0.043683591442280276
convnet_extractor,0.778,0.03774982277177385
simple_mlp_extractor,0.78,0.019209182649157358
mc_dropconnect_convnet_extractor,0.793,0.02092389911085916
mc_dropout_convnet_extractor,0.793,0.035910795176302975
mc_dropconnect_simple_mlp_extractor,0.764,0.04236737283341876
mc_dropout_simple_mlp_extractor,0.815,0.03104453173208111
convnet_extractor,0.775,0.0198605057372268
simple_mlp_extractor,0.789,0.03183465745505307
mc_dropconnect_convnet_extractor,0.799,0.0175676485528953
mc_dropout_convnet_extractor,0.798,0.03286006226243336
mc_dropconnect_simple_mlp_extractor,0.799,0.047913917522551405
mc_dropout_simple_mlp_extractor,0.805,0.0313338364731886
convnet_extractor,0.801,0.03208623756898334
simple_mlp_extractor,0.096,0.01846191946790414
mc_dropconnect_convnet_extractor,0.783,0.020732871598717662
mc_dropout_convnet_extractor,0.778,0.01538438114119381
mc_dropconnect_simple_mlp_extractor,0.785,0.019099052410832693
mc_dropout_simple_mlp_extractor,0.784,0.03598805111421519
